Year,geoId,County,Population,Median_Age,Unemployment,Income,Crimes
1986,geoId/06087,Santa Cruz County,216661,nan,nan,nan,nan
1987,geoId/06087,Santa Cruz County,221202,nan,nan,nan,nan
1988,geoId/06087,Santa Cruz County,225700,nan,nan,nan,nan
1989,geoId/06087,Santa Cruz County,231463,nan,nan,nan,nan
1990,geoId/06087,Santa Cruz County,229385,nan,7.2,nan,nan
1991,geoId/06087,Santa Cruz County,228984,nan,9,nan,nan
1992,geoId/06087,Santa Cruz County,230983,nan,9.7,nan,nan
1993,geoId/06087,Santa Cruz County,232600,nan,10.5,nan,nan
1994,geoId/06087,Santa Cruz County,234059,nan,9.9,nan,nan
1995,geoId/06087,Santa Cruz County,234717,nan,9.3,nan,nan
1996,geoId/06087,Santa Cruz County,235633,nan,8.6,nan,nan
1997,geoId/06087,Santa Cruz County,238862,nan,7.9,nan,nan
1998,geoId/06087,Santa Cruz County,243200,nan,7.3,nan,nan
1999,geoId/06087,Santa Cruz County,245201,nan,6.4,nan,nan
2000,geoId/06087,Santa Cruz County,255812,nan,5.1,nan,nan
2001,geoId/06087,Santa Cruz County,255816,nan,5.8,nan,nan
2002,geoId/06087,Santa Cruz County,254061,nan,7.4,nan,nan
2003,geoId/06087,Santa Cruz County,252254,nan,7.8,nan,nan
2004,geoId/06087,Santa Cruz County,251253,nan,7,nan,nan
2005,geoId/06087,Santa Cruz County,249988,nan,6.3,nan,nan
2006,geoId/06087,Santa Cruz County,249860,nan,5.6,nan,nan
2007,geoId/06087,Santa Cruz County,251151,nan,5.8,nan,nan
2008,geoId/06087,Santa Cruz County,253950,nan,7.4,nan,nan
2009,geoId/06087,Santa Cruz County,256954,nan,11.5,nan,nan
2010,geoId/06087,Santa Cruz County,263167,nan,13.6,nan,nan
2011,geoId/06087,Santa Cruz County,264858,36.7,13.3,66030,nan
2012,geoId/06087,Santa Cruz County,266340,36.9,12,66571,nan
2013,geoId/06087,Santa Cruz County,268816,36.9,10.4,66519,nan
2014,geoId/06087,Santa Cruz County,270861,36.9,8.9,66923,nan
2015,geoId/06087,Santa Cruz County,273503,37,7.5,67256,nan
2016,geoId/06087,Santa Cruz County,274396,37,7,70088,nan
2017,geoId/06087,Santa Cruz County,274856,37.3,5.7,73663,nan
2018,geoId/06087,Santa Cruz County,273841,37.4,5,78041,nan
2019,geoId/06087,Santa Cruz County,273213,37.8,5,82234,nan
1980,geoId/06089,Shasta County,115613,nan,nan,nan,nan
1981,geoId/06089,Shasta County,120270,nan,nan,nan,nan
1982,geoId/06089,Shasta County,121513,nan,nan,nan,nan
1983,geoId/06089,Shasta County,122807,nan,nan,nan,nan
1984,geoId/06089,Shasta County,125322,nan,nan,nan,nan
1985,geoId/06089,Shasta County,128461,nan,nan,nan,nan
1986,geoId/06089,Shasta County,130119,nan,nan,nan,nan
1987,geoId/06089,Shasta County,132958,nan,nan,nan,nan
1988,geoId/06089,Shasta County,136627,nan,nan,nan,nan
1989,geoId/06089,Shasta County,140997,nan,nan,nan,nan
1990,geoId/06089,Shasta County,148660,nan,8.6,nan,nan
1991,geoId/06089,Shasta County,154034,nan,11,nan,nan
1992,geoId/06089,Shasta County,157319,nan,13.2,nan,nan
1993,geoId/06089,Shasta County,158520,nan,12.6,nan,nan
1994,geoId/06089,Shasta County,159684,nan,12.2,nan,nan
1995,geoId/06089,Shasta County,160510,nan,11.3,nan,nan
1996,geoId/06089,Shasta County,161327,nan,10.1,nan,nan
1997,geoId/06089,Shasta County,162603,nan,9.3,nan,nan
1998,geoId/06089,Shasta County,164156,nan,9.1,nan,nan
1999,geoId/06089,Shasta County,164530,nan,7.1,nan,nan
2000,geoId/06089,Shasta County,163771,nan,6,nan,nan
2001,geoId/06089,Shasta County,167110,nan,6.4,nan,nan
2002,geoId/06089,Shasta County,171439,nan,7.2,nan,nan
2003,geoId/06089,Shasta County,174966,nan,7.6,nan,nan
2004,geoId/06089,Shasta County,177142,nan,7.6,nan,nan
2005,geoId/06089,Shasta County,178367,nan,7.2,nan,nan
2006,geoId/06089,Shasta County,179363,nan,6.6,nan,nan
2007,geoId/06089,Shasta County,180207,nan,7.4,nan,nan
2008,geoId/06089,Shasta County,181354,nan,10.1,nan,nan
2009,geoId/06089,Shasta County,181801,nan,14.9,nan,nan
2010,geoId/06089,Shasta County,177277,nan,17.2,nan,nan
2011,geoId/06089,Shasta County,177588,41.6,16.2,44058,nan
2012,geoId/06089,Shasta County,177875,41.9,14.4,44396,nan
2013,geoId/06089,Shasta County,178397,42.1,12,44651,nan
2014,geoId/06089,Shasta County,178844,41.9,9.7,44556,nan
2015,geoId/06089,Shasta County,178314,42.2,7.8,44620,nan
2016,geoId/06089,Shasta County,178571,42.3,7,45582,nan
2017,geoId/06089,Shasta County,179384,41.8,5.8,47258,nan
2018,geoId/06089,Shasta County,179709,41.8,5,50905,nan
2019,geoId/06089,Shasta County,180080,41.5,4.8,54667,nan
1980,geoId/06091,Sierra County,3073,nan,nan,nan,nan
1981,geoId/06091,Sierra County,3083,nan,nan,nan,nan
1982,geoId/06091,Sierra County,3276,nan,nan,nan,nan
1983,geoId/06091,Sierra County,3292,nan,nan,nan,nan
1984,geoId/06091,Sierra County,3273,nan,nan,nan,nan
1985,geoId/06091,Sierra County,3270,nan,nan,nan,nan
1986,geoId/06091,Sierra County,3237,nan,nan,nan,nan
1987,geoId/06091,Sierra County,3251,nan,nan,nan,nan
1988,geoId/06091,Sierra County,3328,nan,nan,nan,nan
1989,geoId/06091,Sierra County,3310,nan,nan,nan,nan
1990,geoId/06091,Sierra County,3320,nan,10.9,nan,nan
1991,geoId/06091,Sierra County,3318,nan,10.9,nan,nan
1992,geoId/06091,Sierra County,3288,nan,11.2,nan,nan
1993,geoId/06091,Sierra County,3344,nan,11.1,nan,nan
1994,geoId/06091,Sierra County,3329,nan,10.2,nan,nan
1995,geoId/06091,Sierra County,3380,nan,9.6,nan,nan
1996,geoId/06091,Sierra County,3396,nan,11.4,nan,nan
1997,geoId/06091,Sierra County,3369,nan,10.5,nan,nan
1998,geoId/06091,Sierra County,3376,nan,11.8,nan,nan
1999,geoId/06091,Sierra County,3334,nan,9.2,nan,nan
2000,geoId/06091,Sierra County,3551,nan,5.8,nan,nan
2001,geoId/06091,Sierra County,3494,nan,7.6,nan,nan
2002,geoId/06091,Sierra County,3453,nan,8.8,nan,nan
2003,geoId/06091,Sierra County,3479,nan,9.5,nan,nan
2004,geoId/06091,Sierra County,3396,nan,9.7,nan,nan
2005,geoId/06091,Sierra County,3339,nan,8.3,nan,nan
2006,geoId/06091,Sierra County,3378,nan,7.4,nan,nan
2007,geoId/06091,Sierra County,3323,nan,7.8,nan,nan
2008,geoId/06091,Sierra County,3266,nan,10.6,nan,nan
2009,geoId/06091,Sierra County,3191,nan,15.5,nan,nan
2010,geoId/06091,Sierra County,3221,nan,15.7,nan,nan
2011,geoId/06091,Sierra County,3099,51.5,15.1,50308,nan
2012,geoId/06091,Sierra County,3067,51.6,14.6,42500,nan
2013,geoId/06091,Sierra County,3029,51.3,12.9,39009,nan
2014,geoId/06091,Sierra County,2980,53.5,10.2,43107,nan
2015,geoId/06091,Sierra County,2996,54.5,8.8,42833,nan
2016,geoId/06091,Sierra County,2957,55.2,7.6,43984,nan
2017,geoId/06091,Sierra County,3009,55,6.6,44190,nan
2018,geoId/06091,Sierra County,2987,55.5,6.1,48125,nan
2019,geoId/06091,Sierra County,3040,54.8,5.4,52148,nan
1980,geoId/06093,Siskiyou County,39732,nan,nan,nan,nan
1981,geoId/06093,Siskiyou County,40757,nan,nan,nan,nan
1982,geoId/06093,Siskiyou County,41279,nan,nan,nan,nan
1983,geoId/06093,Siskiyou County,41212,nan,nan,nan,nan
1984,geoId/06093,Siskiyou County,41267,nan,nan,nan,nan
1985,geoId/06093,Siskiyou County,41586,nan,nan,nan,nan
1986,geoId/06093,Siskiyou County,41178,nan,nan,nan,nan
1987,geoId/06093,Siskiyou County,41403,nan,nan,nan,nan
1988,geoId/06093,Siskiyou County,42026,nan,nan,nan,nan
1989,geoId/06093,Siskiyou County,42851,nan,nan,nan,nan
1990,geoId/06093,Siskiyou County,43713,nan,12.2,nan,nan
1991,geoId/06093,Siskiyou County,43917,nan,13.3,nan,nan
1992,geoId/06093,Siskiyou County,44056,nan,15.8,nan,nan
1993,geoId/06093,Siskiyou County,43804,nan,15.6,nan,nan
1994,geoId/06093,Siskiyou County,43972,nan,14.1,nan,nan
1995,geoId/06093,Siskiyou County,44221,nan,14.3,nan,nan
1996,geoId/06093,Siskiyou County,44058,nan,13.8,nan,nan
1997,geoId/06093,Siskiyou County,44264,nan,12.2,nan,nan
1998,geoId/06093,Siskiyou County,44024,nan,12.6,nan,nan
1999,geoId/06093,Siskiyou County,43570,nan,10.4,nan,nan
2000,geoId/06093,Siskiyou County,44194,nan,7.4,nan,nan
2001,geoId/06093,Siskiyou County,43893,nan,8.1,nan,nan
2002,geoId/06093,Siskiyou County,43957,nan,9,nan,nan
2003,geoId/06093,Siskiyou County,44281,nan,9.6,nan,nan
2004,geoId/06093,Siskiyou County,44382,nan,9.5,nan,nan
2005,geoId/06093,Siskiyou County,44622,nan,9,nan,nan
2006,geoId/06093,Siskiyou County,44449,nan,8,nan,nan
2007,geoId/06093,Siskiyou County,44414,nan,8.4,nan,nan
2008,geoId/06093,Siskiyou County,44723,nan,10.2,nan,nan
2009,geoId/06093,Siskiyou County,44710,nan,14.8,nan,nan
2010,geoId/06093,Siskiyou County,44938,nan,17.2,nan,nan
2011,geoId/06093,Siskiyou County,44610,46.9,17.3,37865,nan
2012,geoId/06093,Siskiyou County,44073,47,15.9,37948,nan
2013,geoId/06093,Siskiyou County,43532,47.1,13.3,37709,nan
2014,geoId/06093,Siskiyou County,43379,47.3,11.2,37495,nan
2015,geoId/06093,Siskiyou County,43336,47.8,9.4,37170,nan
2016,geoId/06093,Siskiyou County,43479,47.9,8.5,38524,nan
2017,geoId/06093,Siskiyou County,43784,47.9,7.3,40884,nan
2018,geoId/06093,Siskiyou County,43724,48,6.8,44200,nan
2019,geoId/06093,Siskiyou County,43468,47.8,6.6,45241,nan
1980,geoId/06095,Solano County,235203,nan,nan,nan,nan
1981,geoId/06095,Solano County,246003,nan,nan,nan,nan
1982,geoId/06095,Solano County,254348,nan,nan,nan,nan
1983,geoId/06095,Solano County,260386,nan,nan,nan,nan
1984,geoId/06095,Solano County,264416,nan,nan,nan,nan
1985,geoId/06095,Solano County,271634,nan,nan,nan,nan
1986,geoId/06095,Solano County,283617,nan,nan,nan,nan
1987,geoId/06095,Solano County,296835,nan,nan,nan,nan
1988,geoId/06095,Solano County,310048,nan,nan,nan,nan
1989,geoId/06095,Solano County,326074,nan,nan,nan,nan
1990,geoId/06095,Solano County,343460,nan,4.8,nan,nan
1991,geoId/06095,Solano County,354889,nan,6.3,nan,nan
1992,geoId/06095,Solano County,359849,nan,7.4,nan,nan
1993,geoId/06095,Solano County,364148,nan,8.2,nan,nan
1994,geoId/06095,Solano County,365383,nan,7.7,nan,nan
1995,geoId/06095,Solano County,364191,nan,7.9,nan,nan
1996,geoId/06095,Solano County,366408,nan,7.8,nan,nan
1997,geoId/06095,Solano County,371063,nan,6.6,nan,nan
1998,geoId/06095,Solano County,376748,nan,5.6,nan,nan
1999,geoId/06095,Solano County,385723,nan,4.6,nan,nan
2000,geoId/06095,Solano County,397001,nan,4.6,nan,nan
2001,geoId/06095,Solano County,404122,nan,4.6,nan,nan
2002,geoId/06095,Solano County,407967,nan,5.8,nan,nan
2003,geoId/06095,Solano County,407937,nan,6.4,nan,nan
2004,geoId/06095,Solano County,408600,nan,5.8,nan,nan
2005,geoId/06095,Solano County,407162,nan,5.3,nan,nan
2006,geoId/06095,Solano County,407006,nan,4.9,nan,nan
2007,geoId/06095,Solano County,406545,nan,5.2,nan,nan
2008,geoId/06095,Solano County,406884,nan,6.9,nan,nan
2009,geoId/06095,Solano County,407704,nan,10.8,nan,nan
2010,geoId/06095,Solano County,413944,nan,12.8,nan,nan
2011,geoId/06095,Solano County,416342,36.7,12.4,69914,nan
2012,geoId/06095,Solano County,419674,37,10.9,69006,nan
2013,geoId/06095,Solano County,423659,37.1,9.2,67177,nan
2014,geoId/06095,Solano County,429006,37.2,7.6,67341,nan
2015,geoId/06095,Solano County,433409,37.3,6.2,66828,nan
2016,geoId/06095,Solano County,438858,37.5,5.5,69227,nan
2017,geoId/06095,Solano County,443511,37.7,4.8,72950,nan
2018,geoId/06095,Solano County,445725,37.9,4,77609,nan
2019,geoId/06095,Solano County,447643,38.1,3.8,81472,nan
1980,geoId/06097,Sonoma County,299681,nan,nan,nan,nan
1981,geoId/06097,Sonoma County,308609,nan,nan,nan,nan
1982,geoId/06097,Sonoma County,314636,nan,nan,nan,nan
1983,geoId/06097,Sonoma County,321580,nan,nan,nan,nan
1984,geoId/06097,Sonoma County,326863,nan,nan,nan,nan
1985,geoId/06097,Sonoma County,335355,nan,nan,nan,nan
1986,geoId/06097,Sonoma County,345270,nan,nan,nan,nan
1987,geoId/06097,Sonoma County,356111,nan,nan,nan,nan
1988,geoId/06097,Sonoma County,367893,nan,nan,nan,nan
1989,geoId/06097,Sonoma County,380633,nan,nan,nan,nan
1990,geoId/06097,Sonoma County,390152,nan,3.9,nan,nan
1991,geoId/06097,Sonoma County,396592,nan,5.6,nan,nan
1992,geoId/06097,Sonoma County,402387,nan,7.1,nan,nan
1993,geoId/06097,Sonoma County,406467,nan,6.6,nan,nan
1994,geoId/06097,Sonoma County,410123,nan,5.9,nan,nan
1995,geoId/06097,Sonoma County,414688,nan,5.5,nan,nan
1996,geoId/06097,Sonoma County,419268,nan,4.5,nan,nan
1997,geoId/06097,Sonoma County,426438,nan,3.8,nan,nan
1998,geoId/06097,Sonoma County,433777,nan,3.3,nan,nan
1999,geoId/06097,Sonoma County,439970,nan,2.7,nan,nan
2000,geoId/06097,Sonoma County,460364,nan,3.3,nan,nan
2001,geoId/06097,Sonoma County,464770,nan,3.7,nan,nan
2002,geoId/06097,Sonoma County,464268,nan,5.1,nan,nan
2003,geoId/06097,Sonoma County,464912,nan,5.5,nan,nan
2004,geoId/06097,Sonoma County,464704,nan,5,nan,nan
2005,geoId/06097,Sonoma County,463210,nan,4.4,nan,nan
2006,geoId/06097,Sonoma County,461796,nan,4,nan,nan
2007,geoId/06097,Sonoma County,463324,nan,4.3,nan,nan
2008,geoId/06097,Sonoma County,468191,nan,5.8,nan,nan
2009,geoId/06097,Sonoma County,473702,nan,9.8,nan,nan
2010,geoId/06097,Sonoma County,484776,nan,11.1,nan,nan
2011,geoId/06097,Sonoma County,487421,39.7,10.4,64343,nan
2012,geoId/06097,Sonoma County,489993,39.8,9,63565,nan
2013,geoId/06097,Sonoma County,494073,40.2,7.2,63356,nan
2014,geoId/06097,Sonoma County,498560,40.5,5.7,63799,nan
2015,geoId/06097,Sonoma County,500863,40.8,4.5,64240,nan
2016,geoId/06097,Sonoma County,502547,41.2,4,66833,nan
2017,geoId/06097,Sonoma County,502469,41.4,3.4,71769,nan
2018,geoId/06097,Sonoma County,498643,41.7,2.8,76753,nan
2019,geoId/06097,Sonoma County,494336,42.1,2.7,81018,nan
1980,geoId/06099,Stanislaus County,265900,nan,nan,nan,nan
1981,geoId/06099,Stanislaus County,275137,nan,nan,nan,nan
1982,geoId/06099,Stanislaus County,280737,nan,nan,nan,nan
1983,geoId/06099,Stanislaus County,288504,nan,nan,nan,nan
1984,geoId/06099,Stanislaus County,293879,nan,nan,nan,nan
1985,geoId/06099,Stanislaus County,301285,nan,nan,nan,nan
1986,geoId/06099,Stanislaus County,311154,nan,nan,nan,nan
1987,geoId/06099,Stanislaus County,323380,nan,nan,nan,nan
1988,geoId/06099,Stanislaus County,336063,nan,nan,nan,nan
1989,geoId/06099,Stanislaus County,353017,nan,nan,nan,nan
1990,geoId/06099,Stanislaus County,375259,nan,11.8,nan,nan
1991,geoId/06099,Stanislaus County,385831,nan,14.9,nan,nan
1992,geoId/06099,Stanislaus County,394159,nan,16.6,nan,nan
1993,geoId/06099,Stanislaus County,400923,nan,16.9,nan,nan
1994,geoId/06099,Stanislaus County,405152,nan,16,nan,nan
1995,geoId/06099,Stanislaus County,408919,nan,15.4,nan,nan
1996,geoId/06099,Stanislaus County,413484,nan,14.5,nan,nan
1997,geoId/06099,Stanislaus County,419446,nan,13.3,nan,nan
1998,geoId/06099,Stanislaus County,426872,nan,12.3,nan,nan
1999,geoId/06099,Stanislaus County,436790,nan,10.7,nan,nan
2000,geoId/06099,Stanislaus County,449536,nan,7.7,nan,nan
2001,geoId/06099,Stanislaus County,463908,nan,8.4,nan,nan
2002,geoId/06099,Stanislaus County,477664,nan,9.7,nan,nan
2003,geoId/06099,Stanislaus County,487556,nan,10,nan,nan
2004,geoId/06099,Stanislaus County,492805,nan,9.2,nan,nan
2005,geoId/06099,Stanislaus County,500164,nan,8.4,nan,nan
2006,geoId/06099,Stanislaus County,504651,nan,7.9,nan,nan
2007,geoId/06099,Stanislaus County,507746,nan,8.6,nan,nan
2008,geoId/06099,Stanislaus County,508793,nan,11.1,nan,nan
2009,geoId/06099,Stanislaus County,511105,nan,16.1,nan,nan
2010,geoId/06099,Stanislaus County,515165,nan,17.3,nan,nan
2011,geoId/06099,Stanislaus County,517560,32.6,16.8,50671,nan
2012,geoId/06099,Stanislaus County,520424,32.8,15.1,49866,nan
2013,geoId/06099,Stanislaus County,523451,33,13.1,49297,nan
2014,geoId/06099,Stanislaus County,528015,33.3,11.3,49573,nan
2015,geoId/06099,Stanislaus County,533211,33.5,9.6,50125,nan
2016,geoId/06099,Stanislaus County,539255,33.8,8.6,51591,nan
2017,geoId/06099,Stanislaus County,544717,33.9,7.5,54260,nan
2018,geoId/06099,Stanislaus County,548126,34,6.5,57387,nan
2019,geoId/06099,Stanislaus County,550660,34.1,6.2,60704,nan
1980,geoId/06101,Sutter County,52246,nan,nan,nan,nan
1981,geoId/06101,Sutter County,53818,nan,nan,nan,nan
1982,geoId/06101,Sutter County,55230,nan,nan,nan,nan
1983,geoId/06101,Sutter County,56762,nan,nan,nan,nan
1984,geoId/06101,Sutter County,56648,nan,nan,nan,nan
1985,geoId/06101,Sutter County,57599,nan,nan,nan,nan
1986,geoId/06101,Sutter County,58478,nan,nan,nan,nan
1987,geoId/06101,Sutter County,59780,nan,nan,nan,nan
1988,geoId/06101,Sutter County,61075,nan,nan,nan,nan
1989,geoId/06101,Sutter County,62704,nan,nan,nan,nan
1990,geoId/06101,Sutter County,64853,nan,14.1,nan,nan
1991,geoId/06101,Sutter County,67159,nan,17.1,nan,nan
1992,geoId/06101,Sutter County,69204,nan,19.7,nan,nan
1993,geoId/06101,Sutter County,70717,nan,18.8,nan,nan
1994,geoId/06101,Sutter County,72697,nan,16.8,nan,nan
1995,geoId/06101,Sutter County,74354,nan,17.1,nan,nan
1996,geoId/06101,Sutter County,75366,nan,16.2,nan,nan
1997,geoId/06101,Sutter County,76450,nan,15.2,nan,nan
1998,geoId/06101,Sutter County,77069,nan,15.6,nan,nan
1999,geoId/06101,Sutter County,78423,nan,13.1,nan,nan
2000,geoId/06101,Sutter County,79171,nan,9.3,nan,nan
2001,geoId/06101,Sutter County,80015,nan,9.8,nan,nan
2002,geoId/06101,Sutter County,81915,nan,11.1,nan,nan
2003,geoId/06101,Sutter County,84278,nan,11.3,nan,nan
2004,geoId/06101,Sutter County,85942,nan,10.6,nan,nan
2005,geoId/06101,Sutter County,88038,nan,9.6,nan,nan
2006,geoId/06101,Sutter County,90174,nan,8.9,nan,nan
2007,geoId/06101,Sutter County,91824,nan,9.6,nan,nan
2008,geoId/06101,Sutter County,92515,nan,12.4,nan,nan
2009,geoId/06101,Sutter County,92817,nan,17.1,nan,nan
2010,geoId/06101,Sutter County,94753,nan,18.8,nan,nan
2011,geoId/06101,Sutter County,94482,34.4,18.5,50010,nan
2012,geoId/06101,Sutter County,94189,34.5,17.1,50510,nan
2013,geoId/06101,Sutter County,94507,34.8,14.8,50408,nan
2014,geoId/06101,Sutter County,94778,35,12.8,51527,nan
2015,geoId/06101,Sutter County,95282,35.4,10.8,52017,nan
2016,geoId/06101,Sutter County,95742,35.6,9.7,52943,nan
2017,geoId/06101,Sutter County,96204,35.7,8.8,54347,nan
2018,geoId/06101,Sutter County,96348,35.7,7.7,56955,nan
2019,geoId/06101,Sutter County,96971,35.7,7.5,59050,nan
1980,geoId/06103,Tehama County,38888,nan,nan,nan,nan
1981,geoId/06103,Tehama County,40196,nan,nan,nan,nan
1982,geoId/06103,Tehama County,41329,nan,nan,nan,nan
1983,geoId/06103,Tehama County,42260,nan,nan,nan,nan
1984,geoId/06103,Tehama County,43203,nan,nan,nan,nan
1985,geoId/06103,Tehama County,44325,nan,nan,nan,nan
1986,geoId/06103,Tehama County,44845,nan,nan,nan,nan
1987,geoId/06103,Tehama County,45982,nan,nan,nan,nan
1988,geoId/06103,Tehama County,47173,nan,nan,nan,nan
1989,geoId/06103,Tehama County,48558,nan,nan,nan,nan
1990,geoId/06103,Tehama County,49873,nan,10,nan,nan
1991,geoId/06103,Tehama County,51025,nan,11.6,nan,nan
1992,geoId/06103,Tehama County,51904,nan,12.9,nan,nan
1993,geoId/06103,Tehama County,52143,nan,13.2,nan,nan
1994,geoId/06103,Tehama County,52945,nan,11.4,nan,nan
1995,geoId/06103,Tehama County,53771,nan,11.3,nan,nan
1996,geoId/06103,Tehama County,53863,nan,10.8,nan,nan
1997,geoId/06103,Tehama County,53816,nan,9.3,nan,nan
1998,geoId/06103,Tehama County,54016,nan,8.7,nan,nan
1999,geoId/06103,Tehama County,54012,nan,6.8,nan,nan
2000,geoId/06103,Tehama County,56146,nan,6.4,nan,nan
2001,geoId/06103,Tehama County,56539,nan,6.6,nan,nan
2002,geoId/06103,Tehama County,57104,nan,7.3,nan,nan
2003,geoId/06103,Tehama County,58109,nan,7.8,nan,nan
2004,geoId/06103,Tehama County,58998,nan,7.4,nan,nan
2005,geoId/06103,Tehama County,59866,nan,6.8,nan,nan
2006,geoId/06103,Tehama County,60671,nan,6.5,nan,nan
2007,geoId/06103,Tehama County,61059,nan,7.2,nan,nan
2008,geoId/06103,Tehama County,61379,nan,9.2,nan,nan
2009,geoId/06103,Tehama County,61441,nan,14.2,nan,nan
2010,geoId/06103,Tehama County,63565,nan,15.8,nan,nan
2011,geoId/06103,Tehama County,63331,39.4,15.2,38753,nan
2012,geoId/06103,Tehama County,63212,39.6,14,40307,nan
2013,geoId/06103,Tehama County,62875,39.9,11.8,41924,nan
2014,geoId/06103,Tehama County,62801,40,9.7,42369,nan
2015,geoId/06103,Tehama County,63158,40.5,8,41001,nan
2016,geoId/06103,Tehama County,63453,40.6,7.1,40687,nan
2017,geoId/06103,Tehama County,63847,41.1,6.4,42512,nan
2018,geoId/06103,Tehama County,64018,40.9,5.8,42899,nan
2019,geoId/06103,Tehama County,65084,41,5.7,44514,nan
1980,geoId/06105,Trinity County,11858,nan,nan,nan,nan
1981,geoId/06105,Trinity County,12323,nan,nan,nan,nan
1982,geoId/06105,Trinity County,12316,nan,nan,nan,nan
1983,geoId/06105,Trinity County,12467,nan,nan,nan,nan
1984,geoId/06105,Trinity County,12750,nan,nan,nan,nan
1985,geoId/06105,Trinity County,12881,nan,nan,nan,nan
1986,geoId/06105,Trinity County,12811,nan,nan,nan,nan
1987,geoId/06105,Trinity County,12715,nan,nan,nan,nan
1988,geoId/06105,Trinity County,13051,nan,nan,nan,nan
1989,geoId/06105,Trinity County,13145,nan,nan,nan,nan
1990,geoId/06105,Trinity County,13051,nan,12.4,nan,nan
1991,geoId/06105,Trinity County,13087,nan,14.6,nan,nan
1992,geoId/06105,Trinity County,13171,nan,16.9,nan,nan
1993,geoId/06105,Trinity County,13213,nan,16.8,nan,nan
1994,geoId/06105,Trinity County,13479,nan,15,nan,nan
1995,geoId/06105,Trinity County,13436,nan,14.6,nan,nan
1996,geoId/06105,Trinity County,13382,nan,14.8,nan,nan
1997,geoId/06105,Trinity County,13162,nan,13.7,nan,nan
1998,geoId/06105,Trinity County,13043,nan,13.4,nan,nan
1999,geoId/06105,Trinity County,12927,nan,11.6,nan,nan
2000,geoId/06105,Trinity County,12949,nan,9.7,nan,nan
2001,geoId/06105,Trinity County,12870,nan,9.3,nan,nan
2002,geoId/06105,Trinity County,13124,nan,10.2,nan,nan
2003,geoId/06105,Trinity County,13320,nan,10.6,nan,nan
2004,geoId/06105,Trinity County,13315,nan,11,nan,nan
2005,geoId/06105,Trinity County,13650,nan,10.2,nan,nan
2006,geoId/06105,Trinity County,13894,nan,9.9,nan,nan
2007,geoId/06105,Trinity County,13962,nan,10.3,nan,nan
2008,geoId/06105,Trinity County,14020,nan,12.8,nan,nan
2009,geoId/06105,Trinity County,14178,nan,17.4,nan,nan
2010,geoId/06105,Trinity County,13754,nan,17.4,nan,nan
2011,geoId/06105,Trinity County,13681,49.3,17,37672,nan
2012,geoId/06105,Trinity County,13486,49.2,14.9,36569,nan
2013,geoId/06105,Trinity County,13427,49.8,12.1,36890,nan
2014,geoId/06105,Trinity County,13123,50,9.6,36862,nan
2015,geoId/06105,Trinity County,13094,50.3,7.8,34974,nan
2016,geoId/06105,Trinity County,12830,50.6,7.1,35270,nan
2017,geoId/06105,Trinity County,12726,51.4,6.2,36563,nan
2018,geoId/06105,Trinity County,12535,51.8,5.8,38497,nan
2019,geoId/06105,Trinity County,12700,52.5,5.6,40846,nan
1980,geoId/06107,Tulare County,245738,nan,nan,nan,nan
1981,geoId/06107,Tulare County,253694,nan,nan,nan,nan
1982,geoId/06107,Tulare County,259759,nan,nan,nan,nan
1983,geoId/06107,Tulare County,267034,nan,nan,nan,nan
1984,geoId/06107,Tulare County,273255,nan,nan,nan,nan
1985,geoId/06107,Tulare County,280000,nan,nan,nan,nan
1986,geoId/06107,Tulare County,285767,nan,nan,nan,nan
1987,geoId/06107,Tulare County,291752,nan,nan,nan,nan
1988,geoId/06107,Tulare County,298075,nan,nan,nan,nan
1989,geoId/06107,Tulare County,304451,nan,nan,nan,nan
1990,geoId/06107,Tulare County,313897,nan,12.3,nan,nan
1991,geoId/06107,Tulare County,322884,nan,18.3,nan,nan
1992,geoId/06107,Tulare County,330451,nan,17.6,nan,nan
1993,geoId/06107,Tulare County,337107,nan,18.2,nan,nan
1994,geoId/06107,Tulare County,342838,nan,16.5,nan,nan
1995,geoId/06107,Tulare County,344633,nan,16.7,nan,nan
1996,geoId/06107,Tulare County,346607,nan,16.4,nan,nan
1997,geoId/06107,Tulare County,350192,nan,15.4,nan,nan
1998,geoId/06107,Tulare County,354527,nan,15.7,nan,nan
1999,geoId/06107,Tulare County,358470,nan,16.7,nan,nan
2000,geoId/06107,Tulare County,368611,nan,10.3,nan,nan
2001,geoId/06107,Tulare County,372878,nan,11.5,nan,nan
2002,geoId/06107,Tulare County,378910,nan,12,nan,nan
2003,geoId/06107,Tulare County,387618,nan,12.4,nan,nan
2004,geoId/06107,Tulare County,396543,nan,11.6,nan,nan
2005,geoId/06107,Tulare County,405621,nan,9.4,nan,nan
2006,geoId/06107,Tulare County,411815,nan,8.5,nan,nan
2007,geoId/06107,Tulare County,418264,nan,9.1,nan,nan
2008,geoId/06107,Tulare County,424540,nan,10.9,nan,nan
2009,geoId/06107,Tulare County,431328,nan,15.4,nan,nan
2010,geoId/06107,Tulare County,442994,nan,17.6,nan,nan
2011,geoId/06107,Tulare County,446784,29.5,17.4,43550,nan
2012,geoId/06107,Tulare County,449779,29.7,16.4,43803,nan
2013,geoId/06107,Tulare County,452460,29.9,14.5,42708,nan
2014,geoId/06107,Tulare County,455138,30.1,13.3,42863,nan
2015,geoId/06107,Tulare County,457161,30.3,11.7,42031,nan
2016,geoId/06107,Tulare County,459235,30.4,11.2,42789,nan
